,RMS,Recording,TimeStamp
0,0.00270136954199,False,20160604192645898405
1,0.00137772765726,False,20160604192646898496
2,0.00312115492964,False,20160604192647898522
3,0.00110870286162,False,20160604192648898506
4,0.00127305497042,False,20160604192649898639
5,0.00129731519327,False,20160604192650898770
6,0.00123942600198,False,20160604192651898779
7,0.00137556502279,False,20160604192652898740
8,0.00123962496963,False,20160604192653898801
9,0.00195155512674,False,20160604192654898891
10,0.00304878439012,False,20160604192655898716
11,0.00264713283952,False,20160604192656898825
12,0.00136395935132,False,20160604192657898929
13,0.00125371346487,False,20160604192658898850
14,0.00115931887386,False,20160604192659899009
15,0.000950352181314,False,20160604192700898944
16,0.000991487355725,False,20160604192701899061
17,0.000918384198744,False,20160604192702899005
18,0.000896619840037,False,20160604192703899160
19,0.00116553781866,False,20160604192704899083
20,0.00131931268427,False,20160604192705899203
21,0.00160093030824,False,20160604192706899236
22,0.00166981139229,False,20160604192707899216
23,0.0017109062557,False,20160604192708899176
24,0.00118720996531,False,20160604192709899311
25,0.00155773980544,False,20160604192710899378
26,0.00232157816248,False,20160604192711899503
27,0.00481910041244,False,20160604192712899398
28,0.00331348718068,False,20160604192713899543
29,0.00173213483054,False,20160604192714899613
30,0.00171588300007,False,20160604192715899588
31,0.00185013045776,False,20160604192716899611
32,0.00195242262505,False,20160604192717899763
33,0.00148376174947,False,20160604192718899658
34,0.00151021718583,False,20160604192719899829
35,0.00140477685599,False,20160604192720899795
36,0.0015905500186,False,20160604192721899850
37,0.00182982829029,False,20160604192722899974
38,0.00168416266431,False,20160604192723899865
39,0.00169678973921,False,20160604192724900033
40,0.00154937697783,False,20160604192725899981
41,0.00179257202409,False,20160604192726899994
42,0.00167251183201,False,20160604192727900149
43,0.0014826975547,False,20160604192728900088
44,0.00149945368995,False,20160604192729899970
45,0.00114782661971,False,20160604192730900365
46,0.00117563070987,False,20160604192731900128
47,0.00127029569433,False,20160604192732900171
48,0.00134757586065,False,20160604192733900160
49,0.000964536411383,False,20160604192734900241
50,0.000989045368406,False,20160604192735900333
51,0.00118284845071,False,20160604192736900293
52,0.00130291403964,False,20160604192737900413
53,0.00116740924166,False,20160604192738900561
54,0.00125663952222,False,20160604192739900499
55,0.00146312770933,False,20160604192740900613
56,0.00133848490189,False,20160604192741900619
57,0.00119819171345,False,20160604192742900596
58,0.00115325909453,False,20160604192743900591
59,0.00138162788712,False,20160604192744900710
60,0.00160010366591,False,20160604192745900710
61,0.00187121671006,False,20160604192746900877
62,0.00186199994065,False,20160604192747900872
63,0.00243922969391,False,20160604192748900805
64,0.00257693761951,False,20160604192749900855
65,0.00242458414829,False,20160604192750900865
66,0.00209404491171,False,20160604192751900895
67,0.00152543786789,False,20160604192752900925
68,0.00152097589075,False,20160604192753901042
69,0.00166983002896,False,20160604192754901226
70,0.00121552722589,False,20160604192755901025
71,0.000962775474387,False,20160604192756901225
72,0.000909734086336,False,20160604192757901357
73,0.00119821976541,False,20160604192758901208
74,0.000924903660343,False,20160604192759901254
75,0.000814100696484,False,20160604192800901267
76,0.000890861464475,False,20160604192801901361
77,0.00106899581472,False,20160604192802901474
78,0.000915058641341,False,20160604192803901450
79,0.000890789403923,False,20160604192804901455
80,0.00109351703972,False,20160604192805901501
81,0.000918242735757,False,20160604192806901555
82,0.0009311175193,False,20160604192807901542
83,0.000875508845297,False,20160604192808901633
84,0.00106011336184,False,20160604192809901663
85,0.000892787703188,False,20160604192810901681
86,0.000948680115557,False,20160604192811901693
87,0.00123803667464,False,20160604192812901750
88,0.00143389559838,False,20160604192813901718
89,0.001715381761,False,20160604192814901835
90,0.00205468482531,False,20160604192815901835
91,0.00196062971307,False,20160604192816901915
92,0.00216734118191,False,20160604192817901929
93,0.00253552454531,False,20160604192818901933
94,0.00229523904683,False,20160604192819902039
95,0.00228945688697,False,20160604192820901962
96,0.00231096184657,False,20160604192821902138
97,0.00273679963135,False,20160604192822902088
98,0.00215137273475,False,20160604192823902175
99,0.00196197375296,False,20160604192824902251
100,0.00205171914994,False,20160604192825902225
101,0.00148634143656,False,20160604192826902384
102,0.00135012068112,False,20160604192827902447
103,0.00130391755421,False,20160604192828902435
